AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
178,-72,-55,-601,-46,-7,-776,-8,-50,-306,-100,-753,-1407,-56
171,-71,-58,-601,-45,-6,-777,-9,-59,-311,-114,-750,-1407,-60
171,-76,-56,-601,-45,-5,-778,-4,-58,-313,-119,-748,-1407,-56
173,-74,-50,-601,-44,-8,-775,-2,-63,-309,-117,-750,-1407,-51
176,-70,-51,-601,-44,-9,-774,-4,-71,-310,-118,-751,-1407,-52
181,-65,-56,-601,-49,-1,-778,-3,-67,-310,-121,-750,-1407,-55
180,-58,-61,-601,-52,2,-782,-4,-59,-311,-118,-751,-1407,-52
176,-78,-51,-598,-75,-36,-766,-6,-76,-310,-132,-755,-1407,-64
178,-73,-49,-598,-54,-35,-766,-5,-70,-310,-128,-749,-1407,-55
173,-69,-51,-600,-42,-28,-766,-5,-70,-312,-119,-745,-1407,-52
176,-68,-50,-599,-61,-29,-766,0,-72,-313,-123,-748,-1407,-56
186,-69,-53,-599,-69,-37,-766,14,-75,-309,-132,-749,-1407,-60
180,-63,-57,-600,-47,-27,-766,20,-72,-306,-126,-748,-1407,-61
168,-42,-56,-599,-44,-12,-766,16,-61,-307,-116,-748,-1407,-56
172,-38,-56,-598,-53,-19,-766,10,-58,-309,-117,-749,-1407,-50
183,-60,-56,-601,-45,-30,-766,5,-70,-312,-120,-748,-1406,-51
182,-71,-56,-599,-52,-32,-766,3,-87,-316,-129,-751,-1407,-60
169,-68,-60,-589,-74,-41,-766,2,-94,-313,-136,-754,-1408,-63
