AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
10,-9,1,-23,-15,63,-226,51,17,-429,-95,-93,-646,-7
8,-15,1,-23,-14,61,-237,54,2,-432,-84,-93,-646,-12
10,-13,0,-23,-15,61,-243,50,1,-436,-98,-93,-646,-12
9,-13,-6,-23,-17,55,-245,37,4,-432,-104,-93,-646,-6
8,-15,-5,-23,-16,54,-244,26,-4,-430,-82,-93,-646,-7
9,-19,-3,-22,-13,57,-243,26,-7,-433,-65,-93,-646,-9
11,-16,-8,-23,-14,47,-242,28,-2,-434,-60,-93,-646,-7
11,-13,-18,-25,-16,41,-244,28,1,-432,-50,-93,-646,-6
11,-26,-23,-22,-17,48,-245,26,3,-433,-44,-93,-646,-8
7,-33,-25,-22,21,35,-242,26,-64,-432,-94,-92,-648,-6
8,-25,-28,-23,33,34,-250,29,-67,-431,-93,-92,-648,-4
9,-19,-29,-22,36,40,-242,32,-65,-430,-97,-92,-648,-1
11,-29,-27,-21,26,34,-226,29,-70,-429,-116,-92,-648,0
14,-41,-26,-24,19,23,-227,24,-88,-429,-123,-92,-647,-4
13,-39,-22,-25,30,23,-244,26,-93,-430,-103,-92,-648,-3
10,-38,-20,-22,40,26,-244,28,-90,-431,-91,-92,-648,1
8,-45,-22,-21,32,16,-228,25,-94,-432,-104,-92,-647,-4
3,-41,-53,-24,34,34,-243,-7,-31,-430,-96,-91,-644,-3
3,-39,-51,-24,41,28,-247,-6,-27,-430,-107,-94,-644,-3
8,-35,-41,-24,52,36,-239,-2,-16,-432,-97,-94,-644,-2
12,-33,-40,-24,46,55,-229,-1,-8,-434,-93,-93,-645,0
13,-36,-47,-24,41,45,-240,-2,-12,-434,-98,-93,-646,-3
10,-42,-48,-24,45,31,-243,-2,-22,-430,-100,-93,-647,-6
3,-41,-43,-24,44,38,-226,-2,-24,-430,-117,-93,-646,-4
4,-38,-48,-24,41,38,-227,-5,-23,-431,-135,-93,-646,-7
7,-41,-57,-24,41,28,-246,-8,-29,-430,-132,-93,-646,-12
6,-44,-52,-24,43,31,-240,-9,-33,-431,-130,-94,-646,-7
8,-1,-45,-24,50,69,-232,8,-28,-431,-138,-91,-631,-8
8,-5,-55,-20,47,72,-227,-8,-28,-427,-154,-91,-630,-4
8,-4,-48,-18,49,80,-231,-1,-17,-422,-171,-91,-630,0
8,-4,-47,-23,49,78,-230,-1,-11,-429,-177,-91,-631,-2
8,-10,-50,-23,48,66,-229,-7,-12,-434,-188,-91,-631,-5
8,-15,-51,-20,45,58,-244,-3,-14,-430,-192,-91,-629,-11
8,-13,-51,-22,48,57,-248,0,-15,-431,-185,-92,-630,-11
8,-10,-47,-25,51,66,-235,-1,-10,-435,-190,-91,-632,-6
7,-6,-40,-23,48,82,-239,-2,0,-431,-203,-89,-630,-9
9,-4,-38,-20,49,88,-244,2,3,-430,-206,-91,-627,-12
10,-5,-42,-21,53,84,-233,19,0,-433,-206,-93,-630,-6
11,-69,-82,-22,8,-9,-225,-13,-88,-433,-215,-92,-628,-30
9,-73,-59,-23,14,-9,-229,-5,-88,-434,-221,-91,-634,-22
8,-56,-52,-22,21,-4,-235,3,-69,-433,-217,-90,-639,-13
8,-41,-59,-22,22,6,-228,0,-62,-433,-208,-90,-644,-19
9,-58,-60,-25,17,-1,-230,-5,-80,-434,-211,-90,-642,-27
9,-73,-59,-27,11,-18,-245,-2,-87,-431,-211,-90,-636,-30
11,-62,-61,-25,15,-16,-249,-1,-76,-430,-193,-90,-639,-22
11,-61,-67,-24,23,-2,-233,-10,-66,-434,-177,-90,-640,-6
8,-62,-83,-25,23,0,-230,-18,-63,-434,-179,-90,-640,-3
1,-71,-74,-23,-11,-1,-238,-9,-59,-430,-153,-91,-630,-31
10,-67,-88,-22,-8,-2,-227,-7,-55,-432,-176,-90,-623,-23
14,-63,-82,-25,2,15,-238,-1,-40,-432,-202,-90,-626,-9
7,-68,-81,-22,-2,24,-248,-5,-29,-431,-189,-90,-628,-13
8,-61,-84,-23,-12,24,-242,-9,-21,-426,-175,-90,-629,-28
13,-45,-85,-25,-7,27,-237,-1,-15,-419,-181,-90,-631,-30
9,-44,-80,-24,-4,24,-233,3,-21,-428,-173,-90,-627,-28
8,-48,-62,-24,-9,18,-227,-1,-28,-437,-158,-90,-623,-33
10,-44,-48,-24,3,26,-230,1,-27,-431,-155,-90,-627,-31
8,-65,-71,-21,-16,31,-231,-6,-97,-436,-45,-84,-616,-30
1,-62,-60,-20,-2,30,-231,1,-95,-431,-41,-83,-617,-25
2,-47,-56,-23,9,36,-231,2,-86,-431,-36,-87,-619,-24
13,-51,-55,-27,-8,40,-230,-1,-85,-434,-30,-76,-614,-29
13,-59,-55,-26,-18,36,-232,-4,-92,-431,-13,-64,-613,-28
-3,-61,-55,-24,-15,28,-232,-2,-92,-430,-5,-73,-617,-29
-4,-66,-58,-24,-20,27,-229,-11,-89,-432,-17,-86,-617,-35
11,-70,-59,-25,-22,25,-238,-23,-88,-431,-29,-87,-616,-36
-2,-37,-43,-24,19,33,-240,-8,-22,-430,-121,-63,-617,-1
-10,-44,-49,-24,16,27,-247,-12,-28,-428,-136,-65,-619,-2
3,-62,-41,-24,13,28,-239,-10,-48,-429,-141,-78,-618,-1
13,-71,-45,-24,16,23,-226,-10,-63,-433,-144,-89,-615,0
4,-67,-54,-24,14,7,-228,-7,-64,-432,-149,-89,-617,-1
-2,-66,-50,-24,-4,-2,-232,0,-69,-431,-155,-70,-618,-4
2,-71,-43,-24,-18,-2,-230,-1,-79,-432,-163,-64,-614,-10
2,-62,-41,-24,1,10,-237,-4,-72,-429,-155,-80,-619,-9
4,-41,-45,-24,23,29,-249,-1,-54,-426,-129,-89,-625,0
8,-37,-17,-22,19,68,-225,26,15,-433,5,-63,-615,-5
8,-41,-21,-20,15,66,-236,24,11,-430,-9,-67,-615,-6
8,-40,-13,-21,16,59,-242,18,16,-431,-8,-68,-615,-7
8,-39,-3,-21,20,60,-232,11,18,-430,-10,-66,-615,-6
8,-40,-11,-21,18,61,-225,-1,8,-415,-32,-66,-615,-5
8,-37,-23,-23,20,60,-229,5,7,-421,-40,-67,-615,-5
8,-37,-17,-23,21,60,-229,25,16,-439,-28,-64,-615,-4
8,-30,-16,-26,16,66,-225,28,17,-435,-21,-62,-615,-4
8,-14,-24,-24,19,84,-227,24,22,-425,-16,-60,-615,0
9,-38,-22,-23,-20,56,-229,31,-4,-429,-134,-63,-614,-22
9,-10,-7,-24,-9,56,-229,32,14,-426,-130,-64,-613,-9
9,3,1,-22,4,79,-228,32,35,-428,-129,-65,-614,2
11,-8,-8,-23,16,91,-230,30,33,-432,-132,-64,-613,-4
11,-8,-21,-24,17,80,-229,28,21,-432,-129,-65,-614,-7
11,-1,-20,-18,14,81,-226,26,13,-430,-129,-64,-613,-2
11,-6,-16,-9,15,92,-234,25,12,-433,-132,-62,-614,0
10,-14,-18,-10,18,80,-240,23,12,-424,-125,-64,-614,0
8,-11,-18,-10,19,63,-231,21,6,-418,-121,-65,-613,-2
10,-12,-23,-11,13,62,-228,23,-3,-424,-129,-63,-614,-6
12,-28,-25,-18,10,62,-234,28,3,-421,-121,-65,-617,-5
9,-14,-27,-21,8,59,-226,0,-6,-433,-135,-64,-592,-8
11,-16,-27,-21,9,62,-226,4,-2,-432,-131,-65,-590,-8
11,-14,-27,-21,11,76,-226,7,13,-432,-100,-64,-590,-8
8,-12,-26,-21,8,73,-226,12,19,-428,-70,-64,-591,-8
8,-13,-23,-21,0,60,-226,18,4,-430,-76,-64,-593,-9
11,-13,-24,-21,-9,69,-226,13,-1,-427,-99,-64,-597,-9
11,-12,-25,-21,-10,88,-226,12,16,-423,-89,-64,-600,-7
8,-10,-22,-21,-8,91,-226,23,23,-430,-74,-65,-596,-6
10,-8,-22,-21,-13,90,-226,29,16,-437,-94,-64,-588,-7
13,-8,-25,-21,-15,94,-226,23,13,-426,-109,-63,-584,-9
3,-61,-24,-25,-45,14,-226,2,-44,-431,-224,-66,-602,-31
3,-51,-30,-24,-39,21,-226,0,-51,-424,-231,-65,-596,-33
0,-43,-25,-24,-37,24,-226,9,-47,-428,-204,-64,-586,-30
3,-44,-26,-25,-41,25,-226,22,-43,-430,-188,-67,-584,-27
10,-42,-42,-23,-42,30,-226,25,-41,-421,-194,-62,-586,-32
10,-38,-44,-19,-27,45,-226,13,-30,-419,-187,-61,-586,-28
8,-28,-30,-20,-12,60,-226,4,-10,-424,-167,-64,-586,-11
7,-71,-42,-21,-13,18,-226,-5,-36,-425,-213,-64,-594,-38
10,-78,-48,-21,-8,10,-226,-9,-42,-417,-204,-64,-602,-39
9,-69,-33,-21,-1,20,-226,4,-33,-422,-186,-64,-597,-29
8,-49,-24,-21,17,42,-226,27,-9,-434,-161,-64,-596,-8
10,-38,-27,-21,31,57,-226,30,1,-432,-144,-64,-599,2
9,-38,-26,-21,34,54,-226,20,-7,-420,-143,-64,-596,-2
10,-43,-26,-21,33,38,-226,15,-19,-421,-140,-64,-595,-5
9,-45,-30,-21,36,31,-226,17,-21,-433,-128,-64,-599,-5
